"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit","customer_id-2","customer_name","segment","age","country","city","state","postal_code","region","product_id-2","category","sub_category","product_name"
93,"CA-2015-149587","2015-01-31","2015-02-05","Second Class","KB-16315","OFF-PA-10003177","12.96",2,"0","6.2208","KB-16315","Karl Braun","Consumer",70,"United States","Minneapolis","Minnesota","55407","Central","OFF-PA-10003177","Office Supplies","Paper","Xerox 1999"
94,"CA-2015-149587","2015-01-31","2015-02-05","Second Class","KB-16315","FUR-FU-10003799","53.34",3,"0","16.5354","KB-16315","Karl Braun","Consumer",70,"United States","Minneapolis","Minnesota","55407","Central","FUR-FU-10003799","Furniture","Furnishings","Seth Thomas 13 1/2 Wall Clock"
95,"CA-2015-149587","2015-01-31","2015-02-05","Second Class","KB-16315","OFF-BI-10002852","32.96",2,"0","16.1504","KB-16315","Karl Braun","Consumer",70,"United States","Minneapolis","Minnesota","55407","Central","OFF-BI-10002852","Office Supplies","Binders","Ibico Standard Transparent Covers"
96,"US-2017-109484","2017-11-06","2017-11-12","Standard Class","RB-19705","OFF-BI-10004738","5.682",1,"0.7","-3.788","RB-19705","Roger Barcio","Home Office",63,"United States","Portland","Oregon","97206","West","OFF-BI-10004738","Office Supplies","Binders","Flexible Leather- Look Classic Collection Ring Binder"
97,"CA-2017-161018","2017-11-09","2017-11-11","Second Class","PN-18775","FUR-FU-10000629","96.53",7,"0","40.5426","PN-18775","Parhena Norris","Home Office",35,"United States","New York City","New York","10009","East","FUR-FU-10000629","Furniture","Furnishings","9-3/4 Diameter Round Wall Clock"
98,"CA-2017-157833","2017-06-17","2017-06-20","First Class","KD-16345","OFF-BI-10001721","51.312",3,"0.2","17.9592","KD-16345","Katherine Ducich","Consumer",33,"United States","San Francisco","California","94122","West","OFF-BI-10001721","Office Supplies","Binders","Trimflex Flexible Post Binders"
99,"CA-2016-149223","2016-09-06","2016-09-11","Standard Class","ER-13855","OFF-AP-10000358","77.88",6,"0","22.5852","ER-13855","Elpida Rittenbach","Corporate",56,"United States","Saint Paul","Minnesota","55106","Central","OFF-AP-10000358","Office Supplies","Appliances","Fellowes Basic Home/Office Series Surge Protectors"
100,"CA-2016-158568","2016-08-29","2016-09-02","Standard Class","RB-19465","OFF-PA-10003256","64.624",7,"0.2","22.6184","RB-19465","Rick Bensley","Home Office",18,"United States","Chicago","Illinois","60610","Central","OFF-PA-10003256","Office Supplies","Paper","Avery Personal Creations Heavyweight Cards"
101,"CA-2016-158568","2016-08-29","2016-09-02","Standard Class","RB-19465","TEC-AC-10001767","95.976",3,"0.2","-10.7973","RB-19465","Rick Bensley","Home Office",18,"United States","Chicago","Illinois","60610","Central","TEC-AC-10001767","Technology","Accessories","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card"
102,"CA-2016-158568","2016-08-29","2016-09-02","Standard Class","RB-19465","OFF-BI-10002609","1.788",3,"0.8","-3.0396","RB-19465","Rick Bensley","Home Office",18,"United States","Chicago","Illinois","60610","Central","OFF-BI-10002609","Office Supplies","Binders","Avery Hidden Tab Dividers for Binding Systems"
103,"CA-2016-129903","2016-12-01","2016-12-04","Second Class","GZ-14470","OFF-PA-10004040","23.92",4,"0","11.7208","GZ-14470","Gary Zandusky","Consumer",64,"United States","Rochester","Minnesota","55901","Central","OFF-PA-10004040","Office Supplies","Paper","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)"
104,"US-2015-156867","2015-11-13","2015-11-17","Standard Class","LC-16870","TEC-AC-10001552","238.896",6,"0.2","-26.8758","LC-16870","Lena Cacioppo","Consumer",63,"United States","Aurora","Colorado","80013","West","TEC-AC-10001552","Technology","Accessories","Logitech K350 2.4Ghz Wireless Keyboard"
105,"US-2015-156867","2015-11-13","2015-11-17","Standard Class","LC-16870","FUR-FU-10004006","102.36",3,"0.2","-3.8385","LC-16870","Lena Cacioppo","Consumer",63,"United States","Aurora","Colorado","80013","West","FUR-FU-10004006","Furniture","Furnishings","Deflect-o DuraMat Lighweight  Studded  Beveled Mat for Low Pile Carpeting"
106,"US-2015-156867","2015-11-13","2015-11-17","Standard Class","LC-16870","OFF-BI-10002794","36.882",3,"0.7","-25.8174","LC-16870","Lena Cacioppo","Consumer",63,"United States","Aurora","Colorado","80013","West","OFF-BI-10002794","Office Supplies","Binders","Avery Trapezoid Ring Binder  3 Capacity  Black  1040 sheets"
107,"CA-2017-119004","2017-11-23","2017-11-28","Standard Class","JM-15250","TEC-AC-10003499","74.112",8,"0.2","17.6016","JM-15250","Janet Martin","Consumer",62,"United States","Charlotte","North Carolina","28205","South","TEC-AC-10003499","Technology","Accessories","Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive"
108,"CA-2017-119004","2017-11-23","2017-11-28","Standard Class","JM-15250","TEC-PH-10002844","27.992",1,"0.2","2.0994","JM-15250","Janet Martin","Consumer",62,"United States","Charlotte","North Carolina","28205","South","TEC-PH-10002844","Technology","Phones","Speck Products Candyshell Flip Case"
109,"CA-2017-119004","2017-11-23","2017-11-28","Standard Class","JM-15250","OFF-AR-10000390","3.304",1,"0.2","1.0738","JM-15250","Janet Martin","Consumer",62,"United States","Charlotte","North Carolina","28205","South","OFF-AR-10000390","Office Supplies","Art","Newell Chalk Holder"
110,"CA-2015-129476","2015-10-15","2015-10-20","Standard Class","PA-19060","TEC-AC-10000844","339.96",5,"0.2","67.992","PA-19060","Pete Armstrong","Home Office",31,"United States","Orland Park","Illinois","60462","Central","TEC-AC-10000844","Technology","Accessories","Logitech Gaming G510s - Keyboard"
111,"CA-2017-146780","2017-12-25","2017-12-30","Standard Class","CV-12805","FUR-FU-10001934","41.96",2,"0","10.9096","CV-12805","Cynthia Voltz","Corporate",55,"United States","New York City","New York","10035","East","FUR-FU-10001934","Furniture","Furnishings","Magnifier Swing Arm Lamp"
112,"CA-2016-128867","2016-11-03","2016-11-10","Standard Class","CL-12565","OFF-AR-10000380","75.96",2,"0","22.788","CL-12565","Clay Ludtke","Consumer",36,"United States","Urbandale","Iowa","50322","Central","OFF-AR-10000380","Office Supplies","Art","Hunt PowerHouse Electric Pencil Sharpener  Blue"
113,"CA-2016-128867","2016-11-03","2016-11-10","Standard Class","CL-12565","OFF-BI-10003981","27.24",6,"0","13.3476","CL-12565","Clay Ludtke","Consumer",36,"United States","Urbandale","Iowa","50322","Central","OFF-BI-10003981","Office Supplies","Binders","Avery Durable Plastic 1 Binders"
114,"CA-2014-115259","2014-08-25","2014-08-27","Second Class","RC-19960","OFF-FA-10000621","40.096",14,"0.2","14.5348","RC-19960","Ryan Crowe","Consumer",34,"United States","Columbus","Ohio","43229","East","OFF-FA-10000621","Office Supplies","Fasteners","OIC Colored Binder Clips  Assorted Sizes"
115,"CA-2014-115259","2014-08-25","2014-08-27","Second Class","RC-19960","OFF-EN-10002600","4.72",2,"0.2","1.652","RC-19960","Ryan Crowe","Consumer",34,"United States","Columbus","Ohio","43229","East","OFF-EN-10002600","Office Supplies","Envelopes","Redi-Strip #10 Envelopes  4 1/8 x 9 1/2"
116,"CA-2014-115259","2014-08-25","2014-08-27","Second Class","RC-19960","OFF-PA-10004965","23.976",3,"0.2","7.4925","RC-19960","Ryan Crowe","Consumer",34,"United States","Columbus","Ohio","43229","East","OFF-PA-10004965","Office Supplies","Paper","Xerox 1921"
117,"CA-2014-115259","2014-08-25","2014-08-27","Second Class","RC-19960","OFF-EN-10002504","130.464",6,"0.2","44.0316","RC-19960","Ryan Crowe","Consumer",34,"United States","Columbus","Ohio","43229","East","OFF-EN-10002504","Office Supplies","Envelopes","Tyvek  Top-Opening Peel & Seel Envelopes  Plain White"
118,"CA-2015-110457","2015-03-02","2015-03-06","Standard Class","DK-13090","FUR-TA-10001768","787.53",3,"0","165.3813","DK-13090","Dave Kipp","Consumer",24,"United States","Seattle","Washington","98103","West","FUR-TA-10001768","Furniture","Tables","Hon Racetrack Conference Tables"
119,"US-2015-136476","2015-04-05","2015-04-10","Standard Class","GG-14650","OFF-BI-10003650","157.794",1,"0.7","-115.7156","GG-14650","Greg Guthrie","Corporate",51,"United States","Bristol","Tennessee","37620","South","OFF-BI-10003650","Office Supplies","Binders","GBC DocuBind 300 Electric Binding Machine"
120,"CA-2016-103730","2016-06-12","2016-06-15","First Class","SC-20725","FUR-FU-10002157","47.04",3,"0","18.3456","SC-20725","Steven Cartwright","Consumer",28,"United States","Wilmington","Delaware","19805","East","FUR-FU-10002157","Furniture","Furnishings","Artistic Insta-Plaque"
121,"CA-2016-103730","2016-06-12","2016-06-15","First Class","SC-20725","OFF-BI-10003910","30.84",4,"0","13.878","SC-20725","Steven Cartwright","Consumer",28,"United States","Wilmington","Delaware","19805","East","OFF-BI-10003910","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings by Samsill"
122,"CA-2016-103730","2016-06-12","2016-06-15","First Class","SC-20725","OFF-ST-10000777","226.56",6,"0","63.4368","SC-20725","Steven Cartwright","Consumer",28,"United States","Wilmington","Delaware","19805","East","OFF-ST-10000777","Office Supplies","Storage","Companion Letter/Legal File  Black"
123,"CA-2016-103730","2016-06-12","2016-06-15","First Class","SC-20725","OFF-EN-10002500","115.02",9,"0","51.759","SC-20725","Steven Cartwright","Consumer",28,"United States","Wilmington","Delaware","19805","East","OFF-EN-10002500","Office Supplies","Envelopes","Globe Weis Peel & Seel First Class Envelopes"
124,"CA-2016-103730","2016-06-12","2016-06-15","First Class","SC-20725","TEC-PH-10003875","68.04",7,"0","19.7316","SC-20725","Steven Cartwright","Consumer",28,"United States","Wilmington","Delaware","19805","East","TEC-PH-10003875","Technology","Phones","KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7"
125,"US-2014-152030","2014-12-26","2014-12-28","Second Class","AD-10180","FUR-CH-10004063","600.558",3,"0.3","-8.5794","AD-10180","Alan Dominguez","Home Office",52,"United States","Houston","Texas","77041","Central","FUR-CH-10004063","Furniture","Chairs","Global Deluxe High-Back Managers Chair"
126,"US-2014-134614","2014-09-20","2014-09-25","Standard Class","PF-19165","FUR-TA-10004534","617.7",6,"0.5","-407.682","PF-19165","Philip Fox","Consumer",30,"United States","Bloomington","Illinois","61701","Central","FUR-TA-10004534","Furniture","Tables","Bevis 44 x 96 Conference Tables"
127,"US-2017-107272","2017-11-05","2017-11-12","Standard Class","TS-21610","OFF-BI-10003274","2.388",2,"0.7","-1.8308","TS-21610","Troy Staebel","Consumer",33,"United States","Phoenix","Arizona","85023","West","OFF-BI-10003274","Office Supplies","Binders","Avery Durable Slant Ring Binders  No Labels"
128,"US-2017-107272","2017-11-05","2017-11-12","Standard Class","TS-21610","OFF-ST-10002974","243.992",7,"0.2","30.499","TS-21610","Troy Staebel","Consumer",33,"United States","Phoenix","Arizona","85023","West","OFF-ST-10002974","Office Supplies","Storage","Trav-L-File Heavy-Duty Shuttle II  Black"
129,"US-2016-125969","2016-11-06","2016-11-10","Second Class","LS-16975","FUR-CH-10001146","81.424",2,"0.2","-9.1602","LS-16975","Lindsay Shagiari","Home Office",66,"United States","Los Angeles","California","90004","West","FUR-CH-10001146","Furniture","Chairs","Global Value Mid-Back Managers Chair  Gray"
130,"US-2016-125969","2016-11-06","2016-11-10","Second Class","LS-16975","FUR-FU-10003773","238.56",3,"0","26.2416","LS-16975","Lindsay Shagiari","Home Office",66,"United States","Los Angeles","California","90004","West","FUR-FU-10003773","Furniture","Furnishings","Eldon Cleatmat Plus Chair Mats for High Pile Carpets"
131,"US-2017-164147","2017-02-02","2017-02-05","First Class","DW-13585","TEC-PH-10002293","59.97",5,"0.4","-11.994","DW-13585","Dorothy Wardle","Corporate",62,"United States","Columbus","Ohio","43229","East","TEC-PH-10002293","Technology","Phones","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5"
132,"US-2017-164147","2017-02-02","2017-02-05","First Class","DW-13585","OFF-PA-10002377","78.304",2,"0.2","29.364","DW-13585","Dorothy Wardle","Corporate",62,"United States","Columbus","Ohio","43229","East","OFF-PA-10002377","Office Supplies","Paper","Xerox 1916"
133,"US-2017-164147","2017-02-02","2017-02-05","First Class","DW-13585","OFF-FA-10002780","21.456",9,"0.2","6.9732","DW-13585","Dorothy Wardle","Corporate",62,"United States","Columbus","Ohio","43229","East","OFF-FA-10002780","Office Supplies","Fasteners","Staples"
134,"CA-2016-145583","2016-10-13","2016-10-19","Standard Class","LC-16885","OFF-PA-10001804","20.04",3,"0","9.6192","LC-16885","Lena Creighton","Consumer",31,"United States","Roseville","California","95661","West","OFF-PA-10001804","Office Supplies","Paper","Xerox 195"
135,"CA-2016-145583","2016-10-13","2016-10-19","Standard Class","LC-16885","OFF-PA-10001736","35.44",1,"0","16.6568","LC-16885","Lena Creighton","Consumer",31,"United States","Roseville","California","95661","West","OFF-PA-10001736","Office Supplies","Paper","Xerox 1880"
136,"CA-2016-145583","2016-10-13","2016-10-19","Standard Class","LC-16885","OFF-AR-10001149","11.52",4,"0","3.456","LC-16885","Lena Creighton","Consumer",31,"United States","Roseville","California","95661","West","OFF-AR-10001149","Office Supplies","Art","Sanford Colorific Colored Pencils  12/Box"
137,"CA-2016-145583","2016-10-13","2016-10-19","Standard Class","LC-16885","OFF-FA-10002988","4.02",2,"0","1.9698","LC-16885","Lena Creighton","Consumer",31,"United States","Roseville","California","95661","West","OFF-FA-10002988","Office Supplies","Fasteners","Ideal Clamps"
138,"CA-2016-145583","2016-10-13","2016-10-19","Standard Class","LC-16885","OFF-BI-10004781","76.176",3,"0.2","26.6616","LC-16885","Lena Creighton","Consumer",31,"United States","Roseville","California","95661","West","OFF-BI-10004781","Office Supplies","Binders","GBC Wire Binding Strips"
139,"CA-2016-145583","2016-10-13","2016-10-19","Standard Class","LC-16885","OFF-SU-10001218","65.88",6,"0","18.4464","LC-16885","Lena Creighton","Consumer",31,"United States","Roseville","California","95661","West","OFF-SU-10001218","Office Supplies","Supplies","Fiskars Softgrip Scissors"
140,"CA-2016-145583","2016-10-13","2016-10-19","Standard Class","LC-16885","FUR-FU-10001706","43.12",14,"0","20.6976","LC-16885","Lena Creighton","Consumer",31,"United States","Roseville","California","95661","West","FUR-FU-10001706","Furniture","Furnishings","Longer-Life Soft White Bulbs"
141,"CA-2016-110366","2016-09-05","2016-09-07","Second Class","JD-15895","FUR-FU-10004848","82.8",2,"0.2","10.35","JD-15895","Jonathan Doherty","Corporate",57,"United States","Philadelphia","Pennsylvania","19140","East","FUR-FU-10004848","Furniture","Furnishings","Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock"
142,"CA-2017-106180","2017-09-18","2017-09-23","Standard Class","SH-19975","OFF-AR-10000940","8.82",3,"0","2.3814","SH-19975","Sally Hughsby","Corporate",60,"United States","San Francisco","California","94122","West","OFF-AR-10000940","Office Supplies","Art","Newell 343"
143,"CA-2017-106180","2017-09-18","2017-09-23","Standard Class","SH-19975","OFF-EN-10004030","10.86",3,"0","5.1042","SH-19975","Sally Hughsby","Corporate",60,"United States","San Francisco","California","94122","West","OFF-EN-10004030","Office Supplies","Envelopes","Convenience Packs of Business Envelopes"
144,"CA-2017-106180","2017-09-18","2017-09-23","Standard Class","SH-19975","OFF-PA-10004327","143.7",3,"0","68.976","SH-19975","Sally Hughsby","Corporate",60,"United States","San Francisco","California","94122","West","OFF-PA-10004327","Office Supplies","Paper","Xerox 1911"
145,"CA-2017-155376","2017-12-22","2017-12-27","Standard Class","SG-20080","OFF-AP-10001058","839.43",3,"0","218.2518","SG-20080","Sandra Glassco","Consumer",52,"United States","Independence","Missouri","64055","Central","OFF-AP-10001058","Office Supplies","Appliances","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators"
146,"CA-2015-110744","2015-09-07","2015-09-12","Standard Class","HA-14920","OFF-ST-10003656","671.93",7,"0","20.1579","HA-14920","Helen Andreada","Consumer",48,"United States","Pasadena","California","91104","West","OFF-ST-10003656","Office Supplies","Storage","Safco Industrial Wire Shelving"
147,"CA-2014-110072","2014-10-22","2014-10-28","Standard Class","MG-17680","FUR-FU-10000521","93.888",4,"0.2","12.9096","MG-17680","Maureen Gastineau","Home Office",26,"United States","Newark","Ohio","43055","East","FUR-FU-10000521","Furniture","Furnishings","Seth Thomas 14 Putty-Colored Wall Clock"
148,"CA-2016-114489","2016-12-05","2016-12-09","Standard Class","JE-16165","TEC-PH-10000215","384.45",11,"0","103.8015","JE-16165","Justin Ellison","Corporate",49,"United States","Franklin","Wisconsin","53132","Central","TEC-PH-10000215","Technology","Phones","Plantronics Cordless Phone Headset with In-line Volume - M214C"
149,"CA-2016-114489","2016-12-05","2016-12-09","Standard Class","JE-16165","TEC-PH-10001448","149.97",3,"0","5.9988","JE-16165","Justin Ellison","Corporate",49,"United States","Franklin","Wisconsin","53132","Central","TEC-PH-10001448","Technology","Phones","Anker Astro 15000mAh USB Portable Charger"
